time,account_name,cash,equity,open_positions
2024-12-06 21:45:00+00:00,account_1_no_decay,54008.679028333536,54076.775049999604,4
2024-12-06 21:50:00+00:00,account_1_no_decay,54008.679028333536,54087.377920807645,5
2024-12-06 21:55:00+00:00,account_1_no_decay,54008.679028333536,54079.223775020866,5
2024-12-06 22:00:00+00:00,account_1_no_decay,54008.679028333536,54030.29890030018,5
2024-12-06 22:05:00+00:00,account_1_no_decay,54008.679028333536,54084.531709815994,6
2024-12-06 22:10:00+00:00,account_1_no_decay,54008.679028333536,54253.345747703504,6
2024-12-06 22:15:00+00:00,account_1_no_decay,54008.679028333536,54236.21968588884,6
2024-12-06 22:20:00+00:00,account_1_no_decay,54008.679028333536,54382.99640562406,7
2024-12-06 22:25:00+00:00,account_1_no_decay,54008.679028333536,54354.456739228575,7
2024-12-06 22:30:00+00:00,account_1_no_decay,54008.679028333536,54371.58053906588,7
2024-12-06 22:35:00+00:00,account_1_no_decay,54043.70221918525,54291.67198018288,7
2024-12-06 22:40:00+00:00,account_1_no_decay,54043.70221918525,54420.09483815773,7
2024-12-06 22:45:00+00:00,account_1_no_decay,54043.70221918525,54454.34093361769,7
2024-12-06 22:50:00+00:00,account_1_no_decay,54043.70221918525,54374.04354595027,8
2024-12-09 16:35:00+00:00,account_1_no_decay,55062.57623536997,55062.57623536997,0
2024-12-09 16:40:00+00:00,account_1_no_decay,55062.57623536997,55062.57623536997,0
2024-12-09 16:45:00+00:00,account_1_no_decay,55062.57623536997,55062.57623536997,0
2024-12-09 16:50:00+00:00,account_1_no_decay,55062.57623536997,55107.64546179857,1
2024-12-09 16:55:00+00:00,account_1_no_decay,55062.57623536997,55075.095464933474,1
2024-12-09 17:00:00+00:00,account_1_no_decay,55062.57623536997,55027.52239259217,1
2024-12-09 17:05:00+00:00,account_1_no_decay,54993.748015075755,55010.730058079505,1
2024-12-09 17:10:00+00:00,account_1_no_decay,54993.748015075755,55005.06937707825,1
2024-12-09 17:15:00+00:00,account_1_no_decay,54993.748015075755,55010.730058079505,1
2024-12-09 17:20:00+00:00,account_1_no_decay,54993.748015075755,55024.86342567247,2
2024-12-09 17:25:00+00:00,account_1_no_decay,54993.748015075755,55013.55123112505,2
2024-12-09 17:30:00+00:00,account_1_no_decay,54993.748015075755,54883.4609938297,2
2024-12-09 17:35:00+00:00,account_1_no_decay,54993.748015075755,54796.97735224402,3
2024-12-09 17:40:00+00:00,account_1_no_decay,54925.00583005691,54831.687100631985,2
2024-12-09 17:45:00+00:00,account_1_no_decay,54787.435424743846,54787.435424743846,0
2024-12-09 17:50:00+00:00,account_1_no_decay,54787.435424743846,54778.96174319461,1
2024-12-09 17:55:00+00:00,account_1_no_decay,54787.435424743846,54745.067016997666,1
2024-12-09 18:00:00+00:00,account_1_no_decay,54787.435424743846,54745.067016997666,1
2024-12-09 18:05:00+00:00,account_1_no_decay,54718.95113046292,54636.88656560415,1
2024-12-09 18:10:00+00:00,account_1_no_decay,54650.46683618199,54650.46683618199,0
2024-12-09 18:15:00+00:00,account_1_no_decay,54650.46683618199,54650.46683618199,0
2024-12-09 18:20:00+00:00,account_1_no_decay,54650.46683618199,54653.29799717272,1
2024-12-09 18:25:00+00:00,account_1_no_decay,54650.46683618199,54650.46683618199,1
2024-12-09 18:30:00+00:00,account_1_no_decay,54650.46683618199,54613.66174330255,1
2024-12-09 18:35:00+00:00,account_1_no_decay,54582.15375263677,54539.6069890934,1
2024-12-09 18:40:00+00:00,account_1_no_decay,54582.15375263677,54531.09763638473,1
2024-12-09 18:45:00+00:00,account_1_no_decay,54582.15375263677,54533.93408728762,1
2024-12-09 18:50:00+00:00,account_1_no_decay,54582.15375263677,54476.32710943511,2
2024-12-09 18:55:00+00:00,account_1_no_decay,54445.612976900746,54445.612976900746,0
2024-12-09 19:00:00+00:00,account_1_no_decay,54445.612976900746,54445.612976900746,0
2024-12-09 19:05:00+00:00,account_1_no_decay,54445.612976900746,54328.88116552499,1
2024-12-09 19:10:00+00:00,account_1_no_decay,54377.55596067962,54377.55596067962,0
2024-12-09 19:15:00+00:00,account_1_no_decay,54377.55596067962,54377.55596067962,0
2024-12-09 19:20:00+00:00,account_1_no_decay,54377.55596067962,54366.23862052797,1
2024-12-09 19:25:00+00:00,account_1_no_decay,54377.55596067962,54343.60394022465,1
2024-12-09 19:30:00+00:00,account_1_no_decay,54377.55596067962,54335.115935110916,1
2024-12-09 19:35:00+00:00,account_1_no_decay,54377.55596067962,54306.79498146311,2
2024-12-09 19:40:00+00:00,account_1_no_decay,54377.55596067962,54323.78479332492,2
2024-12-09 19:45:00+00:00,account_1_no_decay,54377.55596067962,54346.43787580734,2
2024-12-09 19:50:00+00:00,account_1_no_decay,54377.55596067962,54320.947320454936,3
2024-12-09 19:55:00+00:00,account_1_no_decay,54377.55596067962,54397.41898651218,3
2024-12-09 20:00:00+00:00,account_1_no_decay,54377.55596067962,54380.4252829439,3
2024-12-09 20:05:00+00:00,account_1_no_decay,54377.55596067962,54462.56339293493,4
2024-12-09 20:10:00+00:00,account_1_no_decay,54377.55596067962,54507.88087382251,4
2024-12-09 20:15:00+00:00,account_1_no_decay,54377.55596067962,54485.22213337873,4
2024-12-09 20:20:00+00:00,account_1_no_decay,54377.55596067962,54527.697189349805,5
